target_deg,commanded_step_deg,settle_0p3_s,first_hold_s,tracking_error_abs_max_deg,moving_tracking_error_rms_deg,tail_error_abs_max_deg,tail_position_pp_deg,overshoot_deg,iq_peak_A
0.0,,0.0,0.00025688073039265014,0.02864788975654116,,0.0274658203125,0.0384521484375,0.010986328125,0.069
20.0,20.0,1.5554999999997108,2.089379310345725,0.6818197762056798,0.41713533964139465,0.02685546875,0.0494384765625,0.0225830078125,2.664
-20.0,-40.0,2.5042857142855475,2.9879999999975553,0.911002894258009,0.34081055962721435,0.24108886718749645,0.04943847656249645,0.0,3.05
0.0,20.0,1.5794687499978863,2.108451612903494,0.7563042895726866,0.44734800913495915,0.0384521484375,0.0384521484375,0.0,2.703
